State,County,Civilian labor force 2007,Employed 2007,Civilian labor force 2007,Employed 2007,Unemployed 2007,Unemployment rate 2007,Civilian labor force 2008,Employed 2008,Unemployed 2008,Unemployment rate 2008,Civilian labor force 2009,Employed 2009,Unemployed 2009,Unemployment rate 2009,Civilian abor force 2010,Employed 2010,Unemployed 2010,Unemployment rate 2010,Civilian labor force 2011,Employed 2011,Unemployed 2011,Unemploymen trate 2011,Civilian labor force 2012,Employed 2012,Unemployed 2012,Unemployment rate 2012,Civilian labor force 2013,Employed 2013,Unemployed 2013,Unemployment rate 2013,Civilian labor force 2014,Employed 2014,Unemployed 2014,Unemployment rate 2014,Civilian labor force 2015,Employed 2015,Unemployed 2015,Unemployment rate 2015,Civilian labor force 2016,Employed 2016,Unemployed 2016,Unemployment rate 2016,Civilian labor force 2017,Employed 2017,Unemployed 2017,Unemployment rate 2017,Civilian labor force 2018,Employed 2018,Unemployed 2018,Unemployment rate 2018,Median Household Income 2017,Income % of State Total 2017
TX,"Kenedy County, TX",236.00,229.00,236.00,229.00,7.00,3.00,238.00,230.00,8.00,3.40,235.00,221.00,14.00,6.00,219.00,204.00,15.00,6.80,238.00,223.00,15.00,6.30,254.00,241.00,13.00,5.10,297.00,285.00,12.00,4.00,339.00,329.00,10.00,2.90,283.00,274.00,9.00,3.20,218.00,208.00,10.00,4.60,242.00,234.00,8.00,3.30,242.00,233.00,9.00,3.70,"$38,031",64.20
TX,"Kent County, TX",423.00,409.00,423.00,409.00,14.00,3.30,441.00,423.00,18.00,4.10,463.00,439.00,24.00,5.20,559.00,532.00,27.00,4.80,554.00,528.00,26.00,4.70,553.00,531.00,22.00,4.00,532.00,511.00,21.00,3.90,514.00,496.00,18.00,3.50,498.00,485.00,13.00,2.60,470.00,456.00,14.00,3.00,454.00,442.00,12.00,2.60,458.00,447.00,11.00,2.40,"$45,330",76.60
TX,"Kerr County, TX",22532.00,21758.00,22532.00,21758.00,774.00,3.40,23078.00,22169.00,909.00,3.90,23323.00,21976.00,1347.00,5.80,21919.00,20457.00,1462.00,6.70,21830.00,20375.00,1455.00,6.70,21698.00,20432.00,1266.00,5.80,21483.00,20299.00,1184.00,5.50,21456.00,20516.00,940.00,4.40,21197.00,20419.00,778.00,3.70,21368.00,20601.00,767.00,3.60,21359.00,20630.00,729.00,3.40,21848.00,21143.00,705.00,3.20,"$49,748",84.00
TX,"Kimble County, TX",2229.00,2155.00,2229.00,2155.00,74.00,3.30,2195.00,2114.00,81.00,3.70,2145.00,2033.00,112.00,5.20,2276.00,2140.00,136.00,6.00,2234.00,2095.00,139.00,6.20,2189.00,2082.00,107.00,4.90,2162.00,2057.00,105.00,4.90,2116.00,2034.00,82.00,3.90,2002.00,1929.00,73.00,3.60,1953.00,1879.00,74.00,3.80,1893.00,1826.00,67.00,3.50,1890.00,1832.00,58.00,3.10,"$41,081",69.40
TX,"King County, TX",175.00,167.00,175.00,167.00,8.00,4.60,178.00,170.00,8.00,4.50,196.00,186.00,10.00,5.10,278.00,266.00,12.00,4.30,288.00,277.00,11.00,3.80,247.00,236.00,11.00,4.50,239.00,228.00,11.00,4.60,225.00,216.00,9.00,4.00,200.00,193.00,7.00,3.50,178.00,171.00,7.00,3.90,165.00,159.00,6.00,3.60,214.00,208.00,6.00,2.80,"$56,346",95.20
TX,"Kinney County, TX",1354.00,1291.00,1354.00,1291.00,63.00,4.70,1373.00,1301.00,72.00,5.20,1436.00,1325.00,111.00,7.70,1270.00,1128.00,142.00,11.20,1271.00,1142.00,129.00,10.10,1263.00,1152.00,111.00,8.80,1218.00,1102.00,116.00,9.50,1230.00,1141.00,89.00,7.20,1185.00,1110.00,75.00,6.30,1157.00,1090.00,67.00,5.80,1167.00,1102.00,65.00,5.60,1257.00,1198.00,59.00,4.70,"$42,650",72.10
TX,"Kleberg County, TX",15963.00,15310.00,15963.00,15310.00,653.00,4.10,16515.00,15821.00,694.00,4.20,17029.00,15885.00,1144.00,6.70,15030.00,13774.00,1256.00,8.40,15389.00,14156.00,1233.00,8.00,15418.00,14358.00,1060.00,6.90,15445.00,14445.00,1000.00,6.50,15278.00,14446.00,832.00,5.40,14408.00,13559.00,849.00,5.90,14115.00,13168.00,947.00,6.70,13411.00,12617.00,794.00,5.90,13333.00,12671.00,662.00,5.00,"$41,257",69.70
TX,"Knox County, TX",1806.00,1740.00,1806.00,1740.00,66.00,3.70,1806.00,1738.00,68.00,3.80,1832.00,1726.00,106.00,5.80,1909.00,1797.00,112.00,5.90,1906.00,1796.00,110.00,5.80,1817.00,1722.00,95.00,5.20,1753.00,1659.00,94.00,5.40,1741.00,1666.00,75.00,4.30,1683.00,1620.00,63.00,3.70,1560.00,1494.00,66.00,4.20,1485.00,1426.00,59.00,4.00,1466.00,1413.00,53.00,3.60,"$37,749",63.80
TX,"Lamb County, TX",6969.00,6692.00,6969.00,6692.00,277.00,4.00,7090.00,6780.00,310.00,4.40,7081.00,6576.00,505.00,7.10,6797.00,6283.00,514.00,7.60,6730.00,6221.00,509.00,7.60,6466.00,5951.00,515.00,8.00,6148.00,5727.00,421.00,6.80,6036.00,5685.00,351.00,5.80,5512.00,5021.00,491.00,8.90,5249.00,4909.00,340.00,6.50,5197.00,4928.00,269.00,5.20,5247.00,5015.00,232.00,4.40,"$41,099",69.40
TX,"Lampasas County, TX",10107.00,9738.00,10107.00,9738.00,369.00,3.70,10287.00,9871.00,416.00,4.00,10492.00,9883.00,609.00,5.80,9020.00,8379.00,641.00,7.10,9139.00,8448.00,691.00,7.60,9092.00,8445.00,647.00,7.10,9130.00,8477.00,653.00,7.20,8977.00,8474.00,503.00,5.60,9062.00,8665.00,397.00,4.40,9165.00,8785.00,380.00,4.10,9223.00,8878.00,345.00,3.70,9243.00,8900.00,343.00,3.70,"$55,759",94.20
TX,"La Salle County, TX",2754.00,2621.00,2754.00,2621.00,133.00,4.80,2907.00,2752.00,155.00,5.30,2920.00,2650.00,270.00,9.20,2722.00,2479.00,243.00,8.90,3136.00,2926.00,210.00,6.70,3670.00,3507.00,163.00,4.40,4177.00,4020.00,157.00,3.80,4582.00,4441.00,141.00,3.10,4272.00,4095.00,177.00,4.10,3888.00,3688.00,200.00,5.10,4211.00,4057.00,154.00,3.70,4599.00,4487.00,112.00,2.40,"$41,518",70.10
TX,"Lavaca County, TX",10104.00,9791.00,10104.00,9791.00,313.00,3.10,9906.00,9566.00,340.00,3.40,10006.00,9437.00,569.00,5.70,9703.00,9033.00,670.00,6.90,9621.00,9049.00,572.00,5.90,9482.00,9024.00,458.00,4.80,9230.00,8797.00,433.00,4.70,8985.00,8633.00,352.00,3.90,8812.00,8479.00,333.00,3.80,8745.00,8377.00,368.00,4.20,8744.00,8429.00,315.00,3.60,8784.00,8507.00,277.00,3.20,"$51,191",86.50
TX,"Lee County, TX",8865.00,8560.00,8865.00,8560.00,305.00,3.40,8990.00,8642.00,348.00,3.90,9113.00,8505.00,608.00,6.70,8227.00,7631.00,596.00,7.20,8870.00,8297.00,573.00,6.50,9138.00,8645.00,493.00,5.40,9140.00,8673.00,467.00,5.10,9351.00,8979.00,372.00,4.00,9309.00,8979.00,330.00,3.50,9288.00,8938.00,350.00,3.80,9550.00,9235.00,315.00,3.30,9425.00,9132.00,293.00,3.10,"$54,164",91.50
TX,"Leon County, TX",7562.00,7252.00,7562.00,7252.00,310.00,4.10,7795.00,7463.00,332.00,4.30,8250.00,7671.00,579.00,7.00,7263.00,6620.00,643.00,8.90,7158.00,6537.00,621.00,8.70,6955.00,6442.00,513.00,7.40,6965.00,6484.00,481.00,6.90,7229.00,6845.00,384.00,5.30,6938.00,6569.00,369.00,5.30,6513.00,6092.00,421.00,6.50,6195.00,5803.00,392.00,6.30,6155.00,5846.00,309.00,5.00,"$43,189",73.00
TX,"Limestone County, TX",10322.00,9891.00,10322.00,9891.00,431.00,4.20,10725.00,10263.00,462.00,4.30,11233.00,10528.00,705.00,6.30,9938.00,9155.00,783.00,7.90,9576.00,8783.00,793.00,8.30,9606.00,8945.00,661.00,6.90,9484.00,8845.00,639.00,6.70,9212.00,8675.00,537.00,5.80,8586.00,8156.00,430.00,5.00,8330.00,7864.00,466.00,5.60,8325.00,7861.00,464.00,5.60,8399.00,8006.00,393.00,4.70,"$41,434",70.00
TX,"Lipscomb County, TX",1840.00,1793.00,1840.00,1793.00,47.00,2.60,1806.00,1755.00,51.00,2.80,1730.00,1613.00,117.00,6.80,1665.00,1567.00,98.00,5.90,1743.00,1663.00,80.00,4.60,1758.00,1690.00,68.00,3.90,1721.00,1653.00,68.00,4.00,1751.00,1692.00,59.00,3.40,1725.00,1658.00,67.00,3.90,1652.00,1579.00,73.00,4.40,1627.00,1575.00,52.00,3.20,1657.00,1612.00,45.00,2.70,"$54,091",91.40
TX,"Live Oak County, TX",5027.00,4834.00,5027.00,4834.00,193.00,3.80,5107.00,4892.00,215.00,4.20,5197.00,4833.00,364.00,7.00,4631.00,4292.00,339.00,7.30,5234.00,4923.00,311.00,5.90,5768.00,5505.00,263.00,4.60,6032.00,5769.00,263.00,4.40,6122.00,5904.00,218.00,3.60,5894.00,5658.00,236.00,4.00,5206.00,4898.00,308.00,5.90,5423.00,5170.00,253.00,4.70,5233.00,5036.00,197.00,3.80,"$50,430",85.20
TX,"Llano County, TX",8151.00,7829.00,8151.00,7829.00,322.00,4.00,8429.00,8072.00,357.00,4.20,8522.00,7932.00,590.00,6.90,7994.00,7350.00,644.00,8.10,8014.00,7394.00,620.00,7.70,8067.00,7519.00,548.00,6.80,8109.00,7588.00,521.00,6.40,8098.00,7680.00,418.00,5.20,8156.00,7810.00,346.00,4.20,8296.00,7951.00,345.00,4.20,8375.00,8056.00,319.00,3.80,8543.00,8230.00,313.00,3.70,"$51,078",86.30
TX,"Loving County, TX",41.00,38.00,41.00,38.00,3.00,7.30,43.00,40.00,3.00,7.00,43.00,39.00,4.00,9.30,71.00,67.00,4.00,5.60,66.00,62.00,4.00,6.10,67.00,63.00,4.00,6.00,75.00,71.00,4.00,5.30,79.00,75.00,4.00,5.10,77.00,73.00,4.00,5.20,86.00,82.00,4.00,4.70,100.00,95.00,5.00,5.00,102.00,98.00,4.00,3.90,"$65,203",110.10
TX,"Lynn County, TX",2674.00,2544.00,2674.00,2544.00,130.00,4.90,2768.00,2640.00,128.00,4.60,2870.00,2699.00,171.00,6.00,3069.00,2867.00,202.00,6.60,3084.00,2881.00,203.00,6.60,2953.00,2775.00,178.00,6.00,2859.00,2708.00,151.00,5.30,2865.00,2740.00,125.00,4.40,2765.00,2654.00,111.00,4.00,2731.00,2623.00,108.00,4.00,2776.00,2672.00,104.00,3.70,2772.00,2682.00,90.00,3.20,"$44,567",75.30
TX,"McCulloch County, TX",3700.00,3559.00,3700.00,3559.00,141.00,3.80,3979.00,3824.00,155.00,3.90,3936.00,3624.00,312.00,7.90,4097.00,3810.00,287.00,7.00,4360.00,4102.00,258.00,5.90,4402.00,4165.00,237.00,5.40,4272.00,4047.00,225.00,5.30,4117.00,3944.00,173.00,4.20,3926.00,3738.00,188.00,4.80,3711.00,3545.00,166.00,4.50,3688.00,3558.00,130.00,3.50,3753.00,3628.00,125.00,3.30,"$40,157",67.80
TX,"McMullen County, TX",336.00,319.00,336.00,319.00,17.00,5.10,333.00,315.00,18.00,5.40,360.00,335.00,25.00,6.90,487.00,466.00,21.00,4.30,660.00,640.00,20.00,3.00,745.00,727.00,18.00,2.40,882.00,859.00,23.00,2.60,1061.00,1040.00,21.00,2.00,970.00,950.00,20.00,2.10,862.00,844.00,18.00,2.10,749.00,735.00,14.00,1.90,740.00,726.00,14.00,1.90,"$68,133",115.10
TX,"Madison County, TX",4980.00,4751.00,4980.00,4751.00,229.00,4.60,4977.00,4720.00,257.00,5.20,5328.00,4934.00,394.00,7.40,4753.00,4353.00,400.00,8.40,4682.00,4295.00,387.00,8.30,4654.00,4325.00,329.00,7.10,4820.00,4508.00,312.00,6.50,5032.00,4786.00,246.00,4.90,5121.00,4901.00,220.00,4.30,4770.00,4528.00,242.00,5.10,4691.00,4469.00,222.00,4.70,4582.00,4381.00,201.00,4.40,"$42,058",71.00
TX,"Marion County, TX",5072.00,4842.00,5072.00,4842.00,230.00,4.50,5000.00,4750.00,250.00,5.00,5132.00,4603.00,529.00,10.30,4503.00,3972.00,531.00,11.80,4423.00,3962.00,461.00,10.40,4351.00,3954.00,397.00,9.10,4541.00,4175.00,366.00,8.10,4486.00,4196.00,290.00,6.50,4417.00,4131.00,286.00,6.50,4343.00,4039.00,304.00,7.00,4342.00,4095.00,247.00,5.70,4260.00,4065.00,195.00,4.60,"$36,936",62.40
TX,"Martin County, TX",2130.00,2054.00,2130.00,2054.00,76.00,3.60,2233.00,2155.00,78.00,3.50,2246.00,2138.00,108.00,4.80,2196.00,2064.00,132.00,6.00,2351.00,2220.00,131.00,5.60,2416.00,2307.00,109.00,4.50,2551.00,2443.00,108.00,4.20,2690.00,2599.00,91.00,3.40,2586.00,2495.00,91.00,3.50,2483.00,2374.00,109.00,4.40,2528.00,2446.00,82.00,3.20,2807.00,2739.00,68.00,2.40,"$59,907",101.20
TX,"Mason County, TX",2372.00,2307.00,2372.00,2307.00,65.00,2.70,2346.00,2276.00,70.00,3.00,2399.00,2279.00,120.00,5.00,1991.00,1866.00,125.00,6.30,1965.00,1847.00,118.00,6.00,1970.00,1867.00,103.00,5.20,1959.00,1852.00,107.00,5.50,1899.00,1812.00,87.00,4.60,1805.00,1736.00,69.00,3.80,1792.00,1727.00,65.00,3.60,1815.00,1754.00,61.00,3.40,1779.00,1724.00,55.00,3.10,"$47,213",79.80
TX,"Medina County, TX",19395.00,18592.00,19395.00,18592.00,803.00,4.10,19712.00,18727.00,985.00,5.00,19878.00,18553.00,1325.00,6.70,20017.00,18509.00,1508.00,7.50,20245.00,18733.00,1512.00,7.50,20208.00,18884.00,1324.00,6.60,20326.00,19091.00,1235.00,6.10,20426.00,19424.00,1002.00,4.90,20439.00,19547.00,892.00,4.40,21000.00,20077.00,923.00,4.40,21304.00,20477.00,827.00,3.90,21595.00,20849.00,746.00,3.50,"$56,173",94.90
TX,"Menard County, TX",1066.00,1029.00,1066.00,1029.00,37.00,3.50,1089.00,1042.00,47.00,4.30,1103.00,1030.00,73.00,6.60,1004.00,930.00,74.00,7.40,945.00,877.00,68.00,7.20,972.00,911.00,61.00,6.30,920.00,866.00,54.00,5.90,887.00,845.00,42.00,4.70,858.00,813.00,45.00,5.20,817.00,781.00,36.00,4.40,807.00,768.00,39.00,4.80,841.00,807.00,34.00,4.00,"$34,033",57.50
TX,"Milam County, TX",12218.00,11712.00,12218.00,11712.00,506.00,4.10,11973.00,11329.00,644.00,5.40,11455.00,10208.00,1247.00,10.90,10539.00,9362.00,1177.00,11.20,10409.00,9350.00,1059.00,10.20,10280.00,9398.00,882.00,8.60,10128.00,9334.00,794.00,7.80,10240.00,9605.00,635.00,6.20,10128.00,9599.00,529.00,5.20,10272.00,9743.00,529.00,5.10,10105.00,9596.00,509.00,5.00,9904.00,9360.00,544.00,5.50,"$44,855",75.80
TX,"Mills County, TX",2291.00,2208.00,2291.00,2208.00,83.00,3.60,2337.00,2247.00,90.00,3.90,2450.00,2319.00,131.00,5.30,2190.00,2051.00,139.00,6.30,2173.00,2036.00,137.00,6.30,2101.00,1987.00,114.00,5.40,2071.00,1962.00,109.00,5.30,2051.00,1962.00,89.00,4.30,1992.00,1919.00,73.00,3.70,1925.00,1845.00,80.00,4.20,1914.00,1846.00,68.00,3.60,1879.00,1813.00,66.00,3.50,"$42,463",71.70
TX,"Mitchell County, TX",3273.00,3105.00,3273.00,3105.00,168.00,5.10,3297.00,3119.00,178.00,5.40,3498.00,3207.00,291.00,8.30,2971.00,2727.00,244.00,8.20,2943.00,2722.00,221.00,7.50,2878.00,2706.00,172.00,6.00,2878.00,2719.00,159.00,5.50,2908.00,2784.00,124.00,4.30,2746.00,2592.00,154.00,5.60,2610.00,2427.00,183.00,7.00,2500.00,2364.00,136.00,5.40,2338.00,2235.00,103.00,4.40,"$41,512",70.10
TX,"Montague County, TX",10256.00,9898.00,10256.00,9898.00,358.00,3.50,10648.00,10272.00,376.00,3.50,10695.00,9934.00,761.00,7.10,9424.00,8670.00,754.00,8.00,9602.00,8978.00,624.00,6.50,9852.00,9319.00,533.00,5.40,10367.00,9857.00,510.00,4.90,10149.00,9746.00,403.00,4.00,9711.00,9300.00,411.00,4.20,9036.00,8589.00,447.00,4.90,9098.00,8734.00,364.00,4.00,9130.00,8837.00,293.00,3.20,"$47,590",80.40
TX,"Moore County, TX",10644.00,10337.00,10644.00,10337.00,307.00,2.90,11237.00,10892.00,345.00,3.10,11510.00,10976.00,534.00,4.60,11549.00,10930.00,619.00,5.40,11759.00,11192.00,567.00,4.80,11589.00,11088.00,501.00,4.30,11440.00,10953.00,487.00,4.30,11311.00,10918.00,393.00,3.50,11120.00,10774.00,346.00,3.10,11198.00,10866.00,332.00,3.00,11082.00,10763.00,319.00,2.90,11039.00,10742.00,297.00,2.70,"$51,444",86.90
TX,"Morris County, TX",6044.00,5730.00,6044.00,5730.00,314.00,5.20,6064.00,5703.00,361.00,6.00,6080.00,5177.00,903.00,14.90,5769.00,4975.00,794.00,13.80,5814.00,5116.00,698.00,12.00,5837.00,5268.00,569.00,9.70,5841.00,5281.00,560.00,9.60,5631.00,5191.00,440.00,7.80,5318.00,4851.00,467.00,8.80,4895.00,4360.00,535.00,10.90,4683.00,4280.00,403.00,8.60,4749.00,4437.00,312.00,6.60,"$39,627",66.90
TX,"Motley County, TX",683.00,656.00,683.00,656.00,27.00,4.00,691.00,661.00,30.00,4.30,686.00,649.00,37.00,5.40,624.00,585.00,39.00,6.30,594.00,553.00,41.00,6.90,522.00,491.00,31.00,5.90,502.00,472.00,30.00,6.00,497.00,476.00,21.00,4.20,492.00,475.00,17.00,3.50,508.00,490.00,18.00,3.50,495.00,477.00,18.00,3.60,467.00,450.00,17.00,3.60,"$36,782",62.10
TX,"Newton County, TX",5750.00,5382.00,5750.00,5382.00,368.00,6.40,5721.00,5304.00,417.00,7.30,5853.00,5182.00,671.00,11.50,5939.00,5185.00,754.00,12.70,6040.00,5271.00,769.00,12.70,5805.00,5163.00,642.00,11.10,5606.00,5003.00,603.00,10.80,5566.00,5105.00,461.00,8.30,5371.00,4968.00,403.00,7.50,5355.00,4931.00,424.00,7.90,5282.00,4861.00,421.00,8.00,5283.00,4932.00,351.00,6.60,"$41,736",70.50
TX,"Nolan County, TX",7535.00,7260.00,7535.00,7260.00,275.00,3.60,7707.00,7412.00,295.00,3.80,7857.00,7364.00,493.00,6.30,7331.00,6781.00,550.00,7.50,7352.00,6837.00,515.00,7.00,7092.00,6672.00,420.00,5.90,6968.00,6571.00,397.00,5.70,7056.00,6753.00,303.00,4.30,6918.00,6639.00,279.00,4.00,6867.00,6538.00,329.00,4.80,6786.00,6513.00,273.00,4.00,6718.00,6496.00,222.00,3.30,"$42,662",72.10
TX,"Ochiltree County, TX",5226.00,5090.00,5226.00,5090.00,136.00,2.60,5611.00,5458.00,153.00,2.70,5502.00,5176.00,326.00,5.90,4868.00,4580.00,288.00,5.90,5108.00,4862.00,246.00,4.80,5320.00,5115.00,205.00,3.90,5430.00,5226.00,204.00,3.80,5579.00,5413.00,166.00,3.00,5276.00,5052.00,224.00,4.20,4664.00,4420.00,244.00,5.20,4529.00,4364.00,165.00,3.60,4487.00,4360.00,127.00,2.80,"$58,962",99.60
TX,"Oldham County, TX",932.00,896.00,932.00,896.00,36.00,3.90,902.00,862.00,40.00,4.40,923.00,871.00,52.00,5.60,961.00,917.00,44.00,4.60,980.00,938.00,42.00,4.30,951.00,910.00,41.00,4.30,961.00,918.00,43.00,4.50,942.00,908.00,34.00,3.60,915.00,888.00,27.00,3.00,909.00,882.00,27.00,3.00,903.00,880.00,23.00,2.50,908.00,884.00,24.00,2.60,"$55,451",93.70
TX,"Palo Pinto County, TX",13864.00,13358.00,13864.00,13358.00,506.00,3.60,14014.00,13435.00,579.00,4.10,14210.00,13096.00,1114.00,7.80,13254.00,12111.00,1143.00,8.60,13481.00,12414.00,1067.00,7.90,13418.00,12514.00,904.00,6.70,13386.00,12510.00,876.00,6.50,13391.00,12702.00,689.00,5.10,13177.00,12492.00,685.00,5.20,13257.00,12533.00,724.00,5.50,13415.00,12865.00,550.00,4.10,13504.00,13050.00,454.00,3.40,"$45,869",77.50
TX,"Panola County, TX",12376.00,11909.00,12376.00,11909.00,467.00,3.80,12999.00,12499.00,500.00,3.80,13199.00,12230.00,969.00,7.30,11404.00,10373.00,1031.00,9.00,11944.00,10968.00,976.00,8.20,12322.00,11477.00,845.00,6.90,12748.00,11960.00,788.00,6.20,12574.00,11953.00,621.00,4.90,11579.00,10975.00,604.00,5.20,10234.00,9501.00,733.00,7.20,10419.00,9853.00,566.00,5.40,10684.00,10233.00,451.00,4.20,"$48,971",82.70
TX,"Parmer County, TX",4352.00,4216.00,4352.00,4216.00,136.00,3.10,4471.00,4322.00,149.00,3.30,4622.00,4419.00,203.00,4.40,5353.00,5117.00,236.00,4.40,5292.00,5057.00,235.00,4.40,5006.00,4800.00,206.00,4.10,5068.00,4872.00,196.00,3.90,5134.00,4977.00,157.00,3.10,4972.00,4855.00,117.00,2.40,4950.00,4826.00,124.00,2.50,4925.00,4803.00,122.00,2.50,4905.00,4791.00,114.00,2.30,"$48,189",81.40
TX,"Pecos County, TX",6555.00,6281.00,6555.00,6281.00,274.00,4.20,7055.00,6742.00,313.00,4.40,8410.00,7687.00,723.00,8.60,7180.00,6653.00,527.00,7.30,7199.00,6767.00,432.00,6.00,6993.00,6635.00,358.00,5.10,6705.00,6343.00,362.00,5.40,6872.00,6587.00,285.00,4.10,6871.00,6517.00,354.00,5.20,6498.00,6117.00,381.00,5.90,6277.00,5984.00,293.00,4.70,6486.00,6253.00,233.00,3.60,"$44,352",74.90
TX,"Polk County, TX",16600.00,15638.00,16600.00,15638.00,962.00,5.80,16766.00,15735.00,1031.00,6.10,17978.00,16347.00,1631.00,9.10,17563.00,15861.00,1702.00,9.70,17651.00,16004.00,1647.00,9.30,17542.00,16136.00,1406.00,8.00,17371.00,16030.00,1341.00,7.70,17247.00,16138.00,1109.00,6.40,17053.00,16022.00,1031.00,6.00,17388.00,16290.00,1098.00,6.30,17545.00,16476.00,1069.00,6.10,17894.00,16994.00,900.00,5.00,"$44,596",75.30
TX,"Presidio County, TX",3209.00,2925.00,3209.00,2925.00,284.00,8.90,3343.00,2997.00,346.00,10.30,3744.00,3139.00,605.00,16.20,3743.00,3052.00,691.00,18.50,3781.00,3207.00,574.00,15.20,3827.00,3319.00,508.00,13.30,3757.00,3274.00,483.00,12.90,3417.00,3019.00,398.00,11.60,3117.00,2786.00,331.00,10.60,3080.00,2751.00,329.00,10.70,3045.00,2758.00,287.00,9.40,3050.00,2837.00,213.00,7.00,"$29,761",50.30
TX,"Rains County, TX",5118.00,4903.00,5118.00,4903.00,215.00,4.20,5056.00,4801.00,255.00,5.00,5116.00,4707.00,409.00,8.00,5166.00,4712.00,454.00,8.80,5168.00,4744.00,424.00,8.20,5232.00,4866.00,366.00,7.00,5339.00,5011.00,328.00,6.10,5412.00,5146.00,266.00,4.90,5415.00,5169.00,246.00,4.50,5557.00,5334.00,223.00,4.00,5707.00,5502.00,205.00,3.60,5903.00,5698.00,205.00,3.50,"$43,403",73.30
TX,"Reagan County, TX",2395.00,2346.00,2395.00,2346.00,49.00,2.00,2542.00,2490.00,52.00,2.00,2215.00,2082.00,133.00,6.00,1912.00,1806.00,106.00,5.50,2018.00,1930.00,88.00,4.40,2078.00,2007.00,71.00,3.40,1959.00,1881.00,78.00,4.00,2080.00,2014.00,66.00,3.20,1931.00,1843.00,88.00,4.60,1702.00,1597.00,105.00,6.20,1796.00,1727.00,69.00,3.80,1896.00,1849.00,47.00,2.50,"$58,168",98.30
TX,"Real County, TX",1372.00,1319.00,1372.00,1319.00,53.00,3.90,1458.00,1404.00,54.00,3.70,1537.00,1452.00,85.00,5.50,1137.00,1033.00,104.00,9.10,1136.00,1024.00,112.00,9.90,1067.00,967.00,100.00,9.40,1063.00,978.00,85.00,8.00,1060.00,994.00,66.00,6.20,1064.00,1010.00,54.00,5.10,1041.00,982.00,59.00,5.70,1055.00,995.00,60.00,5.70,1060.00,1007.00,53.00,5.00,"$36,146",61.10
TX,"Red River County, TX",6056.00,5757.00,6056.00,5757.00,299.00,4.90,5924.00,5543.00,381.00,6.40,6010.00,5460.00,550.00,9.20,5580.00,4936.00,644.00,11.50,5493.00,4829.00,664.00,12.10,5263.00,4700.00,563.00,10.70,5142.00,4625.00,517.00,10.10,4942.00,4559.00,383.00,7.70,4913.00,4604.00,309.00,6.30,5035.00,4744.00,291.00,5.80,5205.00,4932.00,273.00,5.20,5094.00,4817.00,277.00,5.40,"$35,643",60.20
TX,"Reeves County, TX",4089.00,3878.00,4089.00,3878.00,211.00,5.20,4177.00,3938.00,239.00,5.70,4687.00,4151.00,536.00,11.40,5748.00,5239.00,509.00,8.90,5543.00,5098.00,445.00,8.00,5345.00,4984.00,361.00,6.80,5631.00,5306.00,325.00,5.80,5766.00,5534.00,232.00,4.00,5683.00,5411.00,272.00,4.80,6036.00,5716.00,320.00,5.30,7002.00,6752.00,250.00,3.60,9126.00,8933.00,193.00,2.10,"$40,694",68.70
TX,"Refugio County, TX",3863.00,3721.00,3863.00,3721.00,142.00,3.70,4036.00,3881.00,155.00,3.80,4141.00,3875.00,266.00,6.40,3328.00,3037.00,291.00,8.70,3419.00,3160.00,259.00,7.60,3509.00,3298.00,211.00,6.00,3563.00,3371.00,192.00,5.40,3605.00,3451.00,154.00,4.30,3309.00,3133.00,176.00,5.30,3138.00,2930.00,208.00,6.60,3246.00,3064.00,182.00,5.60,3160.00,3012.00,148.00,4.70,"$42,898",72.50
TX,"Roberts County, TX",561.00,548.00,561.00,548.00,13.00,2.30,568.00,554.00,14.00,2.50,583.00,555.00,28.00,4.80,480.00,454.00,26.00,5.40,480.00,456.00,24.00,5.00,472.00,448.00,24.00,5.10,451.00,431.00,20.00,4.40,451.00,435.00,16.00,3.50,456.00,438.00,18.00,3.90,442.00,422.00,20.00,4.50,442.00,425.00,17.00,3.80,436.00,423.00,13.00,3.00,"$67,688",114.30
TX,"Robertson County, TX",6906.00,6562.00,6906.00,6562.00,344.00,5.00,6938.00,6596.00,342.00,4.90,7221.00,6656.00,565.00,7.80,7561.00,6865.00,696.00,9.20,7544.00,6851.00,693.00,9.20,7290.00,6704.00,586.00,8.00,7289.00,6778.00,511.00,7.00,7156.00,6772.00,384.00,5.40,7253.00,6908.00,345.00,4.80,7259.00,6892.00,367.00,5.10,7456.00,7103.00,353.00,4.70,7655.00,7338.00,317.00,4.10,"$44,355",74.90
TX,"Runnels County, TX",4415.00,4223.00,4415.00,4223.00,192.00,4.30,4456.00,4245.00,211.00,4.70,4561.00,4220.00,341.00,7.50,5129.00,4702.00,427.00,8.30,5108.00,4734.00,374.00,7.30,5061.00,4781.00,280.00,5.50,4979.00,4717.00,262.00,5.30,4978.00,4767.00,211.00,4.20,4674.00,4501.00,173.00,3.70,4650.00,4466.00,184.00,4.00,4584.00,4415.00,169.00,3.70,4628.00,4483.00,145.00,3.10,"$41,830",70.70
TX,"Rusk County, TX",23413.00,22450.00,23413.00,22450.00,963.00,4.10,24069.00,23046.00,1023.00,4.30,24266.00,22379.00,1887.00,7.80,23961.00,22091.00,1870.00,7.80,24286.00,22576.00,1710.00,7.00,24590.00,23046.00,1544.00,6.30,24311.00,22801.00,1510.00,6.20,24235.00,23042.00,1193.00,4.90,22862.00,21776.00,1086.00,4.80,22384.00,21080.00,1304.00,5.80,22151.00,21023.00,1128.00,5.10,22296.00,21383.00,913.00,4.10,"$49,872",84.30
